epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.662705,0,10.1038,0,0,0,0,0,0,8.03312,0,0,0,0
2,1.43841,0,10.1571,0,0,0,0,0,0,7.45491,0,1.934e-05,1.934e-05,1.934e-05
3,2.1458,0,10.3115,0,0,0,0,0,0,7.0534,0,3.736e-05,3.736e-05,3.736e-05
4,2.88553,0,10.1297,0,0,0,0,0,0,6.49249,0,5.406e-05,5.406e-05,5.406e-05
5,3.6435,0,9.63427,0,0,0,0,0,0,6.17617,0,6.944e-05,6.944e-05,6.944e-05
6,4.37807,0,9.41654,0,0,0,0,0,0,5.90978,0,8.35e-05,8.35e-05,8.35e-05
7,5.1385,0,9.35324,0,0,0,0,0,0,5.70064,0,9.624e-05,9.624e-05,9.624e-05
8,5.87324,0,9.33652,0,0,0,0,0,0,5.56583,0,0.00010766,0.00010766,0.00010766
9,6.55072,0,9.10179,0,0,0,0,0,0,5.56583,0,0.00011776,0.00011776,0.00011776
10,7.3278,0,9.28153,0,0,0,0,0,0,5.4755,0,0.00012654,0.00012654,0.00012654
11,8.07075,0,9.07775,0,0,0,0,0,0,5.4755,0,0.000134,0.000134,0.000134
12,8.79697,0,9.13471,0,0,0,0,0,0,5.41701,0,0.00014014,0.00014014,0.00014014
13,9.53262,0,8.94096,0,0,0,0,0,0,5.41701,0,0.00014496,0.00014496,0.00014496
14,10.2971,0,8.914,0,0,0,0,0,0,5.32443,0,0.00014846,0.00014846,0.00014846
15,11.0161,0,8.97001,0,0,0,0,0,0,5.32443,0,0.00015064,0.00015064,0.00015064
16,11.7868,0,8.88108,0,0,0,0,0,0,5.24643,0,0.0001515,0.0001515,0.0001515
17,12.4738,0,8.76493,0,0,0,0,0,0,5.24643,0,0.00015104,0.00015104,0.00015104
18,13.2414,0,8.89018,0,0,0,0,0,0,5.1862,0,0.00014926,0.00014926,0.00014926
19,13.9271,0,8.78836,0,0,0,0,0,0,5.1862,0,0.00014616,0.00014616,0.00014616
20,14.6612,0,8.8793,0,0,0,0,0,0,5.16252,0,0.00014174,0.00014174,0.00014174
21,15.3503,0,8.79091,0,0,0,0,0,0,5.16252,0,0.000136,0.000136,0.000136
22,16.1545,0,8.75714,0,0,0,0,0,0,5.16726,0,0.00012894,0.00012894,0.00012894
23,16.8237,0,8.7291,0,0,0,0,0,0,5.16726,0,0.00012056,0.00012056,0.00012056
24,17.5709,0,8.76015,0,0,0,0,0,0,5.16726,0,0.00011086,0.00011086,0.00011086
25,18.3725,0,8.7048,0,0,0,0,0,0,5.20334,0,9.984e-05,9.984e-05,9.984e-05
26,19.0294,0,8.72432,0,0,0,0,0,0,5.20334,0,8.75e-05,8.75e-05,8.75e-05
27,19.7367,0,8.8139,0,0,0,0,0,0,5.20334,0,7.384e-05,7.384e-05,7.384e-05
28,20.5198,0,8.67216,0,0,0,0,0,0,5.2346,0,5.886e-05,5.886e-05,5.886e-05
29,21.2194,0,8.64437,0,0,0,0,0,0,5.2346,0,4.256e-05,4.256e-05,4.256e-05
30,21.9091,0,8.76219,0,0,0,0,0,0,5.2346,0,2.494e-05,2.494e-05,2.494e-05
